estado,sigla,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,MMNCasos,MMNObitos
Roraima,RR,2020-07-23,30,605761,27932,978,458,7,,547.8571428571429,4.642857142857143
Roraima,RR,2020-07-24,30,605761,28874,942,465,7,,555.5714285714286,4.642857142857143
Roraima,RR,2020-07-25,30,605761,29394,520,473,8,,546.7142857142857,5.142857142857143
Roraima,RR,2020-07-26,31,605761,29829,435,473,0,,538.9285714285714,5.5
Roraima,RR,2020-07-27,31,605761,29902,73,474,1,,543.1428571428571,5.5
Roraima,RR,2020-07-28,31,605761,30316,414,479,5,,519.6428571428571,5.5
Roraima,RR,2020-07-29,31,605761,30996,680,493,14,,524.8571428571429,5.785714285714286
Roraima,RR,2020-07-30,31,605761,31455,459,501,8,,522.5,6.428571428571429
Roraima,RR,2020-07-31,31,605761,32016,561,505,4,,504.14285714285717,6.142857142857143
Roraima,RR,2020-08-01,31,605761,32723,707,513,8,,500.64285714285717,5.714285714285714
Roraima,RR,2020-08-02,32,605761,33151,428,513,0,,525.0,6.0
Roraima,RR,2020-08-03,32,605761,33188,37,513,0,,548.8571428571429,6.0
Roraima,RR,2020-08-04,32,605761,33194,6,528,15,,535.8571428571429,5.857142857142857
Roraima,RR,2020-08-05,32,605761,34296,1102,532,4,,514.9285714285714,6.642857142857143
Roraima,RR,2020-08-06,32,605761,34929,633,538,6,,524.4285714285714,5.785714285714286
Pará,PA,2020-02-25,9,8602865,0,0,0,0,,,
Pará,PA,2020-02-26,9,8602865,0,0,0,0,,,
Pará,PA,2020-02-27,9,8602865,0,0,0,0,,,
Pará,PA,2020-02-28,9,8602865,0,0,0,0,,,
Pará,PA,2020-02-29,9,8602865,0,0,0,0,,,
Pará,PA,2020-03-01,10,8602865,0,0,0,0,,,
Pará,PA,2020-03-02,10,8602865,0,0,0,0,,,
Pará,PA,2020-03-03,10,8602865,0,0,0,0,,,
Pará,PA,2020-03-04,10,8602865,0,0,0,0,,,
Pará,PA,2020-03-05,10,8602865,0,0,0,0,,,
Pará,PA,2020-03-06,10,8602865,0,0,0,0,,,
Pará,PA,2020-03-07,10,8602865,0,0,0,0,,,
Pará,PA,2020-03-08,11,8602865,0,0,0,0,,,
Pará,PA,2020-03-09,11,8602865,0,0,0,0,,,
Pará,PA,2020-03-10,11,8602865,0,0,0,0,,0.0,0.0
Pará,PA,2020-03-11,11,8602865,0,0,0,0,,0.0,0.0
Pará,PA,2020-03-12,11,8602865,0,0,0,0,,0.0,0.0
Pará,PA,2020-03-13,11,8602865,0,0,0,0,,0.0,0.0
Pará,PA,2020-03-14,11,8602865,0,0,0,0,,0.0,0.0
Pará,PA,2020-03-15,12,8602865,0,0,0,0,,0.0,0.0
Pará,PA,2020-03-16,12,8602865,0,0,0,0,,0.0,0.0
Pará,PA,2020-03-17,12,8602865,0,0,0,0,,0.0,0.0
Pará,PA,2020-03-18,12,8602865,0,0,0,0,,0.0,0.0
Pará,PA,2020-03-19,12,8602865,1,1,0,0,,0.0,0.0
Pará,PA,2020-03-20,12,8602865,2,1,0,0,,0.07142857142857142,0.0
Pará,PA,2020-03-21,12,8602865,2,0,0,0,,0.14285714285714285,0.0
Pará,PA,2020-03-22,13,8602865,4,2,0,0,,0.14285714285714285,0.0
Pará,PA,2020-03-23,13,8602865,5,1,0,0,,0.2857142857142857,0.0
Pará,PA,2020-03-24,13,8602865,5,0,0,0,,0.35714285714285715,0.0
Pará,PA,2020-03-25,13,8602865,7,2,0,0,,0.35714285714285715,0.0
Pará,PA,2020-03-26,13,8602865,13,6,0,0,,0.5,0.0
Pará,PA,2020-03-27,13,8602865,13,0,0,0,,0.9285714285714286,0.0
Pará,PA,2020-03-28,13,8602865,17,4,0,0,,0.9285714285714286,0.0
Pará,PA,2020-03-29,14,8602865,18,1,0,0,,1.2142857142857142,0.0
Pará,PA,2020-03-30,14,8602865,21,3,0,0,,1.2857142857142858,0.0
Pará,PA,2020-03-31,14,8602865,32,11,0,0,,1.5,0.0
Pará,PA,2020-04-01,14,8602865,40,8,1,1,,2.2857142857142856,0.0
Pará,PA,2020-04-02,14,8602865,46,6,1,0,,2.857142857142857,0.07142857142857142
Pará,PA,2020-04-03,14,8602865,50,4,1,0,,3.2142857142857144,0.07142857142857142
Pará,PA,2020-04-04,14,8602865,80,30,1,0,,3.4285714285714284,0.07142857142857142
Pará,PA,2020-04-05,15,8602865,86,6,1,0,,5.571428571428571,0.07142857142857142
Pará,PA,2020-04-06,15,8602865,102,16,3,2,,5.857142857142857,0.07142857142857142
Pará,PA,2020-04-07,15,8602865,138,36,5,2,,6.928571428571429,0.21428571428571427
Pará,PA,2020-04-08,15,8602865,167,29,6,1,,9.5,0.35714285714285715
Pará,PA,2020-04-09,15,8602865,168,1,7,1,,11.428571428571429,0.42857142857142855
Pará,PA,2020-04-10,15,8602865,170,2,9,2,,11.071428571428571,0.5
Pará,PA,2020-04-11,15,8602865,217,47,10,1,,11.214285714285714,0.6428571428571429
Pará,PA,2020-04-12,16,8602865,246,29,13,3,,14.285714285714286,0.7142857142857143
Pará,PA,2020-04-13,16,8602865,270,24,15,2,,16.285714285714285,0.9285714285714286
Pará,PA,2020-04-14,16,8602865,323,53,19,4,,17.785714285714285,1.0714285714285714
Pará,PA,2020-04-15,16,8602865,384,61,21,2,,20.785714285714285,1.3571428571428572
Pará,PA,2020-04-16,16,8602865,438,54,24,3,,24.571428571428573,1.4285714285714286
Pará,PA,2020-04-17,16,8602865,557,119,26,2,,28.0,1.6428571428571428
Pará,PA,2020-04-18,16,8602865,640,83,33,7,,36.214285714285715,1.7857142857142858
Pará,PA,2020-04-19,17,8602865,685,45,34,1,,40.0,2.2857142857142856
Pará,PA,2020-04-20,17,8602865,902,217,35,1,,42.785714285714285,2.357142857142857
Pará,PA,2020-04-21,17,8602865,1026,124,38,3,,57.142857142857146,2.2857142857142856
Pará,PA,2020-04-22,17,8602865,1195,169,43,5,,63.42857142857143,2.357142857142857
Pará,PA,2020-04-23,17,8602865,1267,72,53,10,,73.42857142857143,2.642857142857143
Pará,PA,2020-04-24,17,8602865,1446,179,75,22,,78.5,3.2857142857142856
Pará,PA,2020-04-25,17,8602865,1579,133,86,11,,91.14285714285714,4.714285714285714
Pará,PA,2020-04-26,18,8602865,1867,288,100,14,,97.28571428571429,5.428571428571429
Pará,PA,2020-04-27,18,8602865,2128,261,114,14,,115.78571428571429,6.214285714285714
Pará,PA,2020-04-28,18,8602865,2262,134,129,15,,132.71428571428572,7.071428571428571
Pará,PA,2020-04-29,18,8602865,2422,160,137,8,,138.5,7.857142857142857
Pará,PA,2020-04-30,18,8602865,2876,454,208,71,,145.57142857142858,8.285714285714286
Pará,PA,2020-05-01,18,8602865,3176,300,235,27,,174.14285714285714,13.142857142857142
Pará,PA,2020-05-02,18,8602865,3460,284,273,38,,187.07142857142858,14.928571428571429
Pará,PA,2020-05-03,19,8602865,3863,403,309,36,,201.42857142857142,17.142857142857142
Pará,PA,2020-05-04,19,8602865,4125,262,330,21,,227.0,19.642857142857142
Pará,PA,2020-05-05,19,8602865,4472,347,369,39,,230.21428571428572,21.071428571428573
Pará,PA,2020-05-06,19,8602865,5017,545,392,23,,246.14285714285714,23.642857142857142
Pará,PA,2020-05-07,19,8602865,5524,507,410,18,,273.0,24.928571428571427
Pará,PA,2020-05-08,19,8602865,6141,617,515,105,,304.07142857142856,25.5
Pará,PA,2020-05-09,19,8602865,6775,634,578,63,,335.35714285714283,31.428571428571427
Pará,PA,2020-05-10,20,8602865,7256,481,652,74,,371.14285714285717,35.142857142857146
Pará,PA,2020-05-11,20,8602865,7563,307,708,56,,384.92857142857144,39.42857142857143
Pará,PA,2020-05-12,20,8602865,8616,1053,864,156,,388.2142857142857,42.42857142857143
Pará,PA,2020-05-13,20,8602865,9618,1002,946,82,,453.85714285714283,52.5
Pará,PA,2020-05-14,20,8602865,10867,1249,1063,117,,514.0,57.785714285714285
Pará,PA,2020-05-15,20,8602865,12109,1242,1145,82,,570.7857142857143,61.07142857142857
Pará,PA,2020-05-16,20,8602865,13184,1075,1199,54,,638.0714285714286,65.0
Pará,PA,2020-05-17,21,8602865,13864,680,1239,40,,694.5714285714286,66.14285714285714
Pará,PA,2020-05-18,21,8602865,14734,870,1329,90,,714.3571428571429,66.42857142857143
Pará,PA,2020-05-19,21,8602865,16295,1561,1519,190,,757.7857142857143,71.35714285714286
Pará,PA,2020-05-20,21,8602865,18135,1840,1633,114,,844.5,82.14285714285714
Pará,PA,2020-05-21,21,8602865,19756,1621,1852,219,,937.0,88.64285714285714
Pará,PA,2020-05-22,21,8602865,21469,1713,1937,85,,1016.5714285714286,103.0
Pará,PA,2020-05-23,21,8602865,22697,1228,2001,64,,1094.857142857143,101.57142857142857
Pará,PA,2020-05-24,22,8602865,24125,1428,2148,147,,1137.2857142857142,101.64285714285714
Pará,PA,2020-05-25,22,8602865,26077,1952,2372,224,,1204.9285714285713,106.85714285714286
Pará,PA,2020-05-26,22,8602865,28600,2523,2469,97,,1322.4285714285713,118.85714285714286
Pará,PA,2020-05-27,22,8602865,31033,2433,2545,76,,1427.4285714285713,114.64285714285714
Pará,PA,2020-05-28,22,8602865,33699,2666,2704,159,,1529.642857142857,114.21428571428571
Pará,PA,2020-05-29,22,8602865,36486,2787,2827,123,,1630.857142857143,117.21428571428571
Pará,PA,2020-05-30,22,8602865,37296,810,2900,73,,1741.2142857142858,120.14285714285714
Pará,PA,2020-05-31,23,8602865,37961,665,2923,23,,1722.2857142857142,121.5
Pará,PA,2020-06-01,23,8602865,38046,85,2925,2,,1721.2142857142858,120.28571428571429
Pará,PA,2020-06-02,23,8602865,41207,3161,3040,115,,1665.142857142857,114.0
Pará,PA,2020-06-03,23,8602865,44774,3567,3193,153,,1779.4285714285713,108.64285714285714
Pará,PA,2020-06-04,23,8602865,48049,3275,3416,223,,1902.7857142857142,111.42857142857143
Pará,PA,2020-06-05,23,8602865,50960,2911,3538,122,,2020.9285714285713,111.71428571428571
Pará,PA,2020-06-06,23,8602865,53176,2216,3612,74,,2106.5,114.35714285714286
Pará,PA,2020-06-07,24,8602865,54271,1095,3678,66,,2177.0714285714284,115.07142857142857
Pará,PA,2020-06-08,24,8602865,56032,1761,3772,94,,2153.285714285714,109.28571428571429
Pará,PA,2020-06-09,24,8602865,59148,3116,3853,81,,2139.6428571428573,100.0
Pará,PA,2020-06-10,24,8602865,62095,2947,3927,74,,2182.0,98.85714285714286
Pará,PA,2020-06-11,24,8602865,64126,2031,4030,103,,2218.714285714286,98.71428571428571
Pará,PA,2020-06-12,24,8602865,66328,2202,4132,102,,2173.3571428571427,94.71428571428571
Pará,PA,2020-06-13,24,8602865,68510,2182,4177,45,,2131.5714285714284,93.21428571428571
Pará,PA,2020-06-14,25,8602865,69179,669,4191,14,,2229.5714285714284,91.21428571428571
Pará,PA,2020-06-15,25,8602865,69224,45,4201,10,,2229.8571428571427,90.57142857142857
Pará,PA,2020-06-16,25,8602865,71243,2019,4291,90,,2227.0,91.14285714285714
Pará,PA,2020-06-17,25,8602865,74192,2949,4350,59,,2145.4285714285716,89.35714285714286
Pará,PA,2020-06-18,25,8602865,76623,2431,4395,45,,2101.285714285714,82.64285714285714
Pará,PA,2020-06-19,25,8602865,80072,3449,4469,74,,2041.0,69.92857142857143
Pará,PA,2020-06-20,25,8602865,82881,2809,4519,50,,2079.4285714285716,66.5
Pará,PA,2020-06-21,26,8602865,84654,1773,4583,64,,2121.785714285714,64.78571428571429
Pará,PA,2020-06-22,26,8602865,86020,1366,4605,22,,2170.214285714286,64.64285714285714
Pará,PA,2020-06-23,26,8602865,88636,2616,4672,67,,2142.0,59.5
Pará,PA,2020-06-24,26,8602865,91708,3072,4726,54,,2106.285714285714,58.5
Pará,PA,2020-06-25,26,8602865,94036,2328,4748,22,,2115.214285714286,57.07142857142857
Pará,PA,2020-06-26,26,8602865,96472,2436,4803,55,,2136.4285714285716,51.285714285714285
Pará,PA,2020-06-27,26,8602865,99313,2841,4834,31,,2153.1428571428573,47.92857142857143
Pará,PA,2020-06-28,27,8602865,100443,1130,4845,11,,2200.214285714286,46.92857142857143
Pará,PA,2020-06-29,27,8602865,101207,764,4870,25,,2233.1428571428573,46.714285714285715
Pará,PA,2020-06-30,27,8602865,103206,1999,4920,50,,2284.5,47.785714285714285
Pará,PA,2020-07-01,27,8602865,105853,2647,4960,40,,2283.0714285714284,44.92857142857143
Pará,PA,2020-07-02,27,8602865,108067,2214,5004,44,,2261.5,43.57142857142857
Pará,PA,2020-07-03,27,8602865,110411,2344,5050,46,,2246.0,43.5
Pará,PA,2020-07-04,27,8602865,112531,2120,5069,19,,2167.0714285714284,41.5
Pará,PA,2020-07-05,28,8602865,113811,1280,5096,27,,2117.8571428571427,39.285714285714285
Pará,PA,2020-07-06,28,8602865,114535,724,5105,9,,2082.6428571428573,36.642857142857146
Pará,PA,2020-07-07,28,8602865,116152,1617,5128,23,,2036.7857142857142,35.714285714285715
Pará,PA,2020-07-08,28,8602865,118744,2592,5169,41,,1965.4285714285713,32.57142857142857
Pará,PA,2020-07-09,28,8602865,120731,1987,5196,27,,1931.142857142857,31.642857142857142
Pará,PA,2020-07-10,28,8602865,122674,1943,5224,28,,1906.7857142857142,32.0
Pará,PA,2020-07-11,28,8602865,124934,2260,5274,50,,1871.5714285714287,30.071428571428573
Pará,PA,2020-07-12,29,8602865,125714,780,5289,15,,1830.0714285714287,31.428571428571427
Pará,PA,2020-07-13,29,8602865,126509,795,5293,4,,1805.0714285714287,31.714285714285715
Pará,PA,2020-07-14,29,8602865,128570,2061,5318,25,,1807.2857142857142,30.214285714285715
Pará,PA,2020-07-15,29,8602865,130834,2264,5337,19,,1811.7142857142858,28.428571428571427
Pará,PA,2020-07-16,29,8602865,133039,2205,5385,48,,1784.357142857143,26.928571428571427
Pará,PA,2020-07-17,29,8602865,135164,2125,5448,63,,1783.7142857142858,27.214285714285715
Pará,PA,2020-07-18,29,8602865,136947,1783,5478,30,,1768.0714285714287,28.428571428571427
Pará,PA,2020-07-19,30,8602865,137484,537,5523,45,,1744.0,29.214285714285715
Pará,PA,2020-07-20,30,8602865,138396,912,5538,15,,1690.9285714285713,30.5
Pará,PA,2020-07-21,30,8602865,140388,1992,5553,15,,1704.357142857143,30.928571428571427
Pará,PA,2020-07-22,30,8602865,142358,1970,5581,28,,1731.142857142857,30.357142857142858
Pará,PA,2020-07-23,30,8602865,144467,2109,5616,35,,1686.7142857142858,29.428571428571427
Pará,PA,2020-07-24,30,8602865,146252,1785,5646,30,,1695.4285714285713,30.0
Pará,PA,2020-07-25,30,8602865,147923,1671,5689,43,,1684.142857142857,30.142857142857142
Pará,PA,2020-07-26,31,8602865,148463,540,5716,27,,1642.0714285714287,29.642857142857142
Pará,PA,2020-07-27,31,8602865,148823,360,5729,13,,1624.9285714285713,30.5
Pará,PA,2020-07-28,31,8602865,150185,1362,5716,-13,,1593.857142857143,31.142857142857142
Pará,PA,2020-07-29,31,8602865,151849,1664,5694,-22,,1543.9285714285713,28.428571428571427
Pará,PA,2020-07-30,31,8602865,153350,1501,5699,5,,1501.0714285714287,25.5
Pará,PA,2020-07-31,31,8602865,154685,1335,5728,29,,1450.7857142857142,22.428571428571427
Pará,PA,2020-08-01,31,8602865,156053,1368,5750,22,,1394.357142857143,20.0
Pará,PA,2020-08-02,32,8602865,156285,232,5773,23,,1364.7142857142858,19.428571428571427
Pará,PA,2020-08-03,32,8602865,156505,220,5784,11,,1342.9285714285713,17.857142857142858
Pará,PA,2020-08-04,32,8602865,158277,1772,5799,15,,1293.5,17.571428571428573
Pará,PA,2020-08-05,32,8602865,160695,2418,5818,19,,1277.7857142857142,17.571428571428573
Pará,PA,2020-08-06,32,8602865,162822,2127,5835,17,,1309.7857142857142,16.928571428571427
Amapá,AP,2020-02-25,9,845731,0,0,0,0,,,
Amapá,AP,2020-02-26,9,845731,0,0,0,0,,,
Amapá,AP,2020-02-27,9,845731,0,0,0,0,,,
Amapá,AP,2020-02-28,9,845731,0,0,0,0,,,
Amapá,AP,2020-02-29,9,845731,0,0,0,0,,,
Amapá,AP,2020-03-01,10,845731,0,0,0,0,,,
Amapá,AP,2020-03-02,10,845731,0,0,0,0,,,
Amapá,AP,2020-03-03,10,845731,0,0,0,0,,,
Amapá,AP,2020-03-04,10,845731,0,0,0,0,,,
Amapá,AP,2020-03-05,10,845731,0,0,0,0,,,
Amapá,AP,2020-03-06,10,845731,0,0,0,0,,,
Amapá,AP,2020-03-07,10,845731,0,0,0,0,,,
Amapá,AP,2020-03-08,11,845731,0,0,0,0,,,
Amapá,AP,2020-03-09,11,845731,0,0,0,0,,,
Amapá,AP,2020-03-10,11,845731,0,0,0,0,,0.0,0.0
Amapá,AP,2020-03-11,11,845731,0,0,0,0,,0.0,0.0
Amapá,AP,2020-03-12,11,845731,0,0,0,0,,0.0,0.0
Amapá,AP,2020-03-13,11,845731,0,0,0,0,,0.0,0.0
Amapá,AP,2020-03-14,11,845731,0,0,0,0,,0.0,0.0
Amapá,AP,2020-03-15,12,845731,0,0,0,0,,0.0,0.0
Amapá,AP,2020-03-16,12,845731,0,0,0,0,,0.0,0.0
Amapá,AP,2020-03-17,12,845731,0,0,0,0,,0.0,0.0
Amapá,AP,2020-03-18,12,845731,0,0,0,0,,0.0,0.0
Amapá,AP,2020-03-19,12,845731,0,0,0,0,,0.0,0.0
Amapá,AP,2020-03-20,12,845731,1,1,0,0,,0.0,0.0
Amapá,AP,2020-03-21,12,845731,1,0,0,0,,0.07142857142857142,0.0
Amapá,AP,2020-03-22,13,845731,1,0,0,0,,0.07142857142857142,0.0
Amapá,AP,2020-03-23,13,845731,1,0,0,0,,0.07142857142857142,0.0
Amapá,AP,2020-03-24,13,845731,1,0,0,0,,0.07142857142857142,0.0
Amapá,AP,2020-03-25,13,845731,1,0,0,0,,0.07142857142857142,0.0
Amapá,AP,2020-03-26,13,845731,2,1,0,0,,0.07142857142857142,0.0
Amapá,AP,2020-03-27,13,845731,2,0,0,0,,0.14285714285714285,0.0
Amapá,AP,2020-03-28,13,845731,4,2,0,0,,0.14285714285714285,0.0
Amapá,AP,2020-03-29,14,845731,4,0,0,0,,0.2857142857142857,0.0
Amapá,AP,2020-03-30,14,845731,8,4,0,0,,0.2857142857142857,0.0
Amapá,AP,2020-03-31,14,845731,10,2,0,0,,0.5714285714285714,0.0
Amapá,AP,2020-04-01,14,845731,11,1,0,0,,0.7142857142857143,0.0
Amapá,AP,2020-04-02,14,845731,11,0,0,0,,0.7857142857142857,0.0
Amapá,AP,2020-04-03,14,845731,19,8,0,0,,0.7857142857142857,0.0
Amapá,AP,2020-04-04,14,845731,28,9,1,1,,1.2857142857142858,0.0
Amapá,AP,2020-04-05,15,845731,29,1,2,1,,1.9285714285714286,0.07142857142857142
Amapá,AP,2020-04-06,15,845731,34,5,2,0,,2.0,0.14285714285714285
Amapá,AP,2020-04-07,15,845731,48,14,2,0,,2.357142857142857,0.14285714285714285
Amapá,AP,2020-04-08,15,845731,107,59,2,0,,3.357142857142857,0.14285714285714285
Amapá,AP,2020-04-09,15,845731,128,21,2,0,,7.571428571428571,0.14285714285714285
Amapá,AP,2020-04-10,15,845731,166,38,2,0,,9.0,0.14285714285714285
Amapá,AP,2020-04-11,15,845731,193,27,3,1,,11.714285714285714,0.14285714285714285
Amapá,AP,2020-04-12,16,845731,230,37,5,2,,13.5,0.21428571428571427
Amapá,AP,2020-04-13,16,845731,242,12,5,0,,16.142857142857142,0.35714285714285715
Amapá,AP,2020-04-14,16,845731,307,65,6,1,,16.714285714285715,0.35714285714285715
Amapá,AP,2020-04-15,16,845731,334,27,7,1,,21.214285714285715,0.42857142857142855
Amapá,AP,2020-04-16,16,845731,362,28,9,2,,23.071428571428573,0.5
Amapá,AP,2020-04-17,16,845731,370,8,10,1,,25.071428571428573,0.6428571428571429
Amapá,AP,2020-04-18,16,845731,393,23,10,0,,25.071428571428573,0.7142857142857143
Amapá,AP,2020-04-19,17,845731,416,23,11,1,,26.071428571428573,0.6428571428571429
Amapá,AP,2020-04-20,17,845731,433,17,13,2,,27.642857142857142,0.6428571428571429
Amapá,AP,2020-04-21,17,845731,457,24,13,0,,28.5,0.7857142857142857
Amapá,AP,2020-04-22,17,845731,479,22,14,1,,29.214285714285715,0.7857142857142857
Amapá,AP,2020-04-23,17,845731,548,69,16,2,,26.571428571428573,0.8571428571428571
Amapá,AP,2020-04-24,17,845731,633,85,18,2,,30.0,1.0
Amapá,AP,2020-04-25,17,845731,685,52,19,1,,33.357142857142854,1.1428571428571428
Amapá,AP,2020-04-26,18,845731,798,113,21,2,,35.142857142857146,1.1428571428571428
Amapá,AP,2020-04-27,18,845731,842,44,26,5,,40.57142857142857,1.1428571428571428
Amapá,AP,2020-04-28,18,845731,918,76,28,2,,42.857142857142854,1.5
Amapá,AP,2020-04-29,18,845731,1016,98,31,3,,43.642857142857146,1.5714285714285714
Amapá,AP,2020-04-30,18,845731,1080,64,34,3,,48.714285714285715,1.7142857142857142
Amapá,AP,2020-05-01,18,845731,1121,41,37,3,,51.285714285714285,1.7857142857142858
Amapá,AP,2020-05-02,18,845731,1187,66,40,3,,53.642857142857146,1.9285714285714286
Amapá,AP,2020-05-03,19,845731,1482,295,43,3,,56.714285714285715,2.142857142857143
Amapá,AP,2020-05-04,19,845731,1733,251,49,6,,76.14285714285714,2.2857142857142856
Amapá,AP,2020-05-05,19,845731,1931,198,55,6,,92.85714285714286,2.5714285714285716
Amapá,AP,2020-05-06,19,845731,2046,115,56,1,,105.28571428571429,3.0
Amapá,AP,2020-05-07,19,845731,2199,153,61,5,,111.92857142857143,3.0
Amapá,AP,2020-05-08,19,845731,2322,123,66,5,,117.92857142857143,3.2142857142857144
Amapá,AP,2020-05-09,19,845731,2493,171,69,3,,120.64285714285714,3.4285714285714284
Amapá,AP,2020-05-10,20,845731,2613,120,72,3,,129.14285714285714,3.5714285714285716
Amapá,AP,2020-05-11,20,845731,2671,58,73,1,,129.64285714285714,3.642857142857143
Amapá,AP,2020-05-12,20,845731,2910,239,86,13,,130.64285714285714,3.357142857142857
Amapá,AP,2020-05-13,20,845731,3005,95,94,8,,142.28571428571428,4.142857142857143
Amapá,AP,2020-05-14,20,845731,3428,423,101,7,,142.07142857142858,4.5
Amapá,AP,2020-05-15,20,845731,3630,202,103,2,,167.71428571428572,4.785714285714286
Amapá,AP,2020-05-16,20,845731,3834,204,108,5,,179.21428571428572,4.714285714285714
Amapá,AP,2020-05-17,21,845731,3952,118,119,11,,189.07142857142858,4.857142857142857
Amapá,AP,2020-05-18,21,845731,4023,71,127,8,,176.42857142857142,5.428571428571429
Amapá,AP,2020-05-19,21,845731,4310,287,136,9,,163.57142857142858,5.571428571428571
Amapá,AP,2020-05-20,21,845731,4549,239,142,6,,169.92857142857142,5.785714285714286
Amapá,AP,2020-05-21,21,845731,5188,639,151,9,,178.78571428571428,6.142857142857143
Amapá,AP,2020-05-22,21,845731,5655,467,157,6,,213.5,6.428571428571429
Amapá,AP,2020-05-23,21,845731,6091,436,162,5,,238.07142857142858,6.5
Amapá,AP,2020-05-24,22,845731,6353,262,163,1,,257.0,6.642857142857143
Amapá,AP,2020-05-25,22,845731,6584,231,168,5,,267.14285714285717,6.5
Amapá,AP,2020-05-26,22,845731,6967,383,173,5,,279.5,6.785714285714286
Amapá,AP,2020-05-27,22,845731,7619,652,183,10,,289.7857142857143,6.214285714285714
Amapá,AP,2020-05-28,22,845731,8152,533,198,15,,329.57142857142856,6.357142857142857
Amapá,AP,2020-05-29,22,845731,8469,317,207,9,,337.42857142857144,6.928571428571429
Amapá,AP,2020-05-30,22,845731,9313,844,215,8,,345.64285714285717,7.428571428571429
Amapá,AP,2020-05-31,23,845731,9602,289,222,7,,391.35714285714283,7.642857142857143
Amapá,AP,2020-06-01,23,845731,9890,288,228,6,,403.57142857142856,7.357142857142857
Amapá,AP,2020-06-02,23,845731,10511,621,237,9,,419.07142857142856,7.214285714285714
Amapá,AP,2020-06-03,23,845731,11107,596,247,10,,442.92857142857144,7.214285714285714
Amapá,AP,2020-06-04,23,845731,11551,444,254,7,,468.42857142857144,7.5
Amapá,AP,2020-06-05,23,845731,12327,776,260,6,,454.5,7.357142857142857
Amapá,AP,2020-06-06,23,845731,12773,446,269,9,,476.57142857142856,7.357142857142857
Amapá,AP,2020-06-07,24,845731,13045,272,272,3,,477.2857142857143,7.642857142857143
Amapá,AP,2020-06-08,24,845731,13294,249,278,6,,478.0,7.785714285714286
Amapá,AP,2020-06-09,24,845731,13771,477,285,7,,479.2857142857143,7.857142857142857
Amapá,AP,2020-06-10,24,845731,14623,852,289,4,,486.0,8.0
Amapá,AP,2020-06-11,24,845731,15166,543,303,14,,500.2857142857143,7.571428571428571
Amapá,AP,2020-06-12,24,845731,15683,517,312,9,,501.0,7.5
Amapá,AP,2020-06-13,24,845731,16322,639,319,7,,515.2857142857143,7.5
Amapá,AP,2020-06-14,25,845731,16512,190,324,5,,500.64285714285717,7.428571428571429
Amapá,AP,2020-06-15,25,845731,16813,301,329,5,,493.57142857142856,7.285714285714286
Amapá,AP,2020-06-16,25,845731,18024,1211,337,8,,494.5,7.214285714285714
Amapá,AP,2020-06-17,25,845731,18618,594,338,1,,536.6428571428571,7.142857142857143
Amapá,AP,2020-06-18,25,845731,19387,769,342,4,,536.5,6.5
Amapá,AP,2020-06-19,25,845731,19922,535,348,6,,559.7142857142857,6.285714285714286
Amapá,AP,2020-06-20,25,845731,21574,1652,353,5,,542.5,6.285714285714286
Amapá,AP,2020-06-21,26,845731,21840,266,359,6,,628.6428571428571,6.0
Amapá,AP,2020-06-22,26,845731,24682,2842,372,13,,628.2142857142857,6.214285714285714
Amapá,AP,2020-06-23,26,845731,26437,1755,380,8,,813.4285714285714,6.714285714285714
Amapá,AP,2020-06-24,26,845731,26919,482,387,7,,904.7142857142857,6.785714285714286
Amapá,AP,2020-06-25,26,845731,27415,496,394,7,,878.2857142857143,7.0
Amapá,AP,2020-06-26,26,845731,27662,247,401,7,,874.9285714285714,6.5
Amapá,AP,2020-06-27,26,845731,27901,239,406,5,,855.6428571428571,6.357142857142857
Amapá,AP,2020-06-28,27,845731,27985,84,407,1,,827.0714285714286,6.214285714285714
Amapá,AP,2020-06-29,27,845731,28253,268,413,6,,819.5,5.928571428571429
Amapá,AP,2020-06-30,27,845731,28492,239,417,4,,817.1428571428571,6.0
Amapá,AP,2020-07-01,27,845731,28927,435,420,3,,747.7142857142857,5.714285714285714
Amapá,AP,2020-07-02,27,845731,29153,226,427,7,,736.3571428571429,5.857142857142857
Amapá,AP,2020-07-03,27,845731,29574,421,438,11,,697.5714285714286,6.071428571428571
Amapá,AP,2020-07-04,27,845731,29809,235,441,3,,689.4285714285714,6.428571428571429
Amapá,AP,2020-07-05,28,845731,29883,74,442,1,,588.2142857142857,6.285714285714286
Amapá,AP,2020-07-06,28,845731,30004,121,449,7,,574.5,5.928571428571429
Amapá,AP,2020-07-07,28,845731,30294,290,455,6,,380.14285714285717,5.5
Amapá,AP,2020-07-08,28,845731,30524,230,462,7,,275.5,5.357142857142857
Amapá,AP,2020-07-09,28,845731,30763,239,467,5,,257.5,5.357142857142857
Amapá,AP,2020-07-10,28,845731,31080,317,470,3,,239.14285714285714,5.214285714285714
Amapá,AP,2020-07-11,28,845731,31279,199,473,3,,244.14285714285714,4.928571428571429
Amapá,AP,2020-07-12,29,845731,31364,85,474,1,,241.28571428571428,4.785714285714286
Amapá,AP,2020-07-13,29,845731,31552,188,478,4,,241.35714285714286,4.785714285714286
Amapá,AP,2020-07-14,29,845731,31885,333,483,5,,235.64285714285714,4.642857142857143
