estado,sigla,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,MMNCasos,MMNObitos
Brasil,BR,2020-02-25,9,210147125,0,0,0,0,,,
Brasil,BR,2020-02-26,9,210147125,1,1,0,0,,,
Brasil,BR,2020-02-27,9,210147125,1,0,0,0,,,
Brasil,BR,2020-02-28,9,210147125,1,0,0,0,,,
Brasil,BR,2020-02-29,9,210147125,2,1,0,0,,,
Brasil,BR,2020-03-01,10,210147125,2,0,0,0,,,
Brasil,BR,2020-03-02,10,210147125,2,0,0,0,,,
Brasil,BR,2020-03-03,10,210147125,2,0,0,0,,,
Brasil,BR,2020-03-04,10,210147125,3,1,0,0,,,
Brasil,BR,2020-03-05,10,210147125,7,4,0,0,,,
Brasil,BR,2020-03-06,10,210147125,13,6,0,0,,,
Brasil,BR,2020-03-07,10,210147125,19,6,0,0,,,
Brasil,BR,2020-03-08,11,210147125,25,6,0,0,,,
Brasil,BR,2020-03-09,11,210147125,25,0,0,0,,,
Brasil,BR,2020-03-10,11,210147125,34,9,0,0,,1.7857142857142858,0.0
Brasil,BR,2020-03-11,11,210147125,52,18,0,0,,2.4285714285714284,0.0
Brasil,BR,2020-03-12,11,210147125,77,25,0,0,,3.642857142857143,0.0
Brasil,BR,2020-03-13,11,210147125,98,21,0,0,,5.428571428571429,0.0
Brasil,BR,2020-03-14,11,210147125,121,23,0,0,,6.928571428571429,0.0
Brasil,BR,2020-03-15,12,210147125,200,79,0,0,,8.5,0.0
Brasil,BR,2020-03-16,12,210147125,234,34,0,0,,14.142857142857142,0.0
Brasil,BR,2020-03-17,12,210147125,291,57,1,1,,16.571428571428573,0.0
Brasil,BR,2020-03-18,12,210147125,428,137,4,3,,20.642857142857142,0.07142857142857142
Brasil,BR,2020-03-19,12,210147125,621,193,6,2,,30.357142857142858,0.2857142857142857
Brasil,BR,2020-03-20,12,210147125,904,283,11,5,,43.857142857142854,0.42857142857142855
Brasil,BR,2020-03-21,12,210147125,1128,224,18,7,,63.642857142857146,0.7857142857142857
Brasil,BR,2020-03-22,13,210147125,1546,418,25,7,,79.21428571428571,1.2857142857142858
Brasil,BR,2020-03-23,13,210147125,1891,345,34,9,,108.64285714285714,1.7857142857142858
Brasil,BR,2020-03-24,13,210147125,2201,310,46,12,,133.28571428571428,2.4285714285714284
Brasil,BR,2020-03-25,13,210147125,2433,232,57,11,,154.78571428571428,3.2857142857142856
Brasil,BR,2020-03-26,13,210147125,2915,482,77,20,,170.07142857142858,4.071428571428571
Brasil,BR,2020-03-27,13,210147125,3417,502,92,15,,202.71428571428572,5.5
Brasil,BR,2020-03-28,13,210147125,3903,486,114,22,,237.07142857142858,6.571428571428571
Brasil,BR,2020-03-29,14,210147125,4256,353,136,22,,270.14285714285717,8.142857142857142
Brasil,BR,2020-03-30,14,210147125,4579,323,159,23,,289.7142857142857,9.714285714285714
Brasil,BR,2020-03-31,14,210147125,5717,1138,201,42,,310.35714285714283,11.357142857142858
Brasil,BR,2020-04-01,14,210147125,6834,1117,241,40,,387.57142857142856,14.285714285714286
Brasil,BR,2020-04-02,14,210147125,7910,1076,299,58,,457.57142857142856,16.928571428571427
Brasil,BR,2020-04-03,14,210147125,9056,1146,359,60,,520.6428571428571,20.928571428571427
Brasil,BR,2020-04-04,14,210147125,10278,1222,432,73,,582.2857142857143,24.857142857142858
Brasil,BR,2020-04-05,15,210147125,11130,852,486,54,,653.5714285714286,29.571428571428573
Brasil,BR,2020-04-06,15,210147125,12056,926,553,67,,684.5714285714286,32.92857142857143
Brasil,BR,2020-04-07,15,210147125,13717,1661,667,114,,726.0714285714286,37.07142857142857
Brasil,BR,2020-04-08,15,210147125,15927,2210,800,133,,822.5714285714286,44.357142857142854
Brasil,BR,2020-04-09,15,210147125,17857,1930,941,141,,963.8571428571429,53.07142857142857
Brasil,BR,2020-04-10,15,210147125,19638,1781,1056,115,,1067.2857142857142,61.714285714285715
Brasil,BR,2020-04-11,15,210147125,20727,1089,1124,68,,1158.642857142857,68.85714285714286
Brasil,BR,2020-04-12,16,210147125,22169,1442,1223,99,,1201.7142857142858,72.14285714285714
Brasil,BR,2020-04-13,16,210147125,23430,1261,1328,105,,1279.5,77.64285714285714
Brasil,BR,2020-04-14,16,210147125,25262,1832,1532,204,,1346.5,83.5
Brasil,BR,2020-04-15,16,210147125,28320,3058,1736,204,,1396.0714285714287,95.07142857142857
Brasil,BR,2020-04-16,16,210147125,30425,2105,1924,188,,1534.7142857142858,106.78571428571429
Brasil,BR,2020-04-17,16,210147125,33682,3257,2141,217,,1608.2142857142858,116.07142857142857
Brasil,BR,2020-04-18,16,210147125,36599,2917,2347,206,,1759.0,127.28571428571429
Brasil,BR,2020-04-19,17,210147125,38654,2055,2462,115,22130.0,1880.0714285714287,136.78571428571428
Brasil,BR,2020-04-20,17,210147125,40581,1927,2575,113,22991.0,1966.0,141.14285714285714
Brasil,BR,2020-04-21,17,210147125,43079,2498,2741,166,24325.0,2037.5,144.42857142857142
Brasil,BR,2020-04-22,17,210147125,45757,2678,2906,165,25318.0,2097.285714285714,148.14285714285714
Brasil,BR,2020-04-23,17,210147125,49492,3735,3313,407,26573.0,2130.714285714286,150.42857142857142
Brasil,BR,2020-04-24,17,210147125,52995,3503,3670,357,27655.0,2259.6428571428573,169.42857142857142
Brasil,BR,2020-04-25,17,210147125,58509,5514,4016,346,29160.0,2382.6428571428573,186.71428571428572
Brasil,BR,2020-04-26,18,210147125,61888,3379,4205,189,30152.0,2698.714285714286,206.57142857142858
Brasil,BR,2020-04-27,18,210147125,66501,4613,4543,338,31142.0,2837.0714285714284,213.0
Brasil,BR,2020-04-28,18,210147125,71886,5385,5017,474,32544.0,3076.5,229.64285714285714
Brasil,BR,2020-04-29,18,210147125,78162,6276,5466,449,34132.0,3330.285714285714,248.92857142857142
Brasil,BR,2020-04-30,18,210147125,85380,7218,5901,435,35935.0,3560.1428571428573,266.42857142857144
Brasil,BR,2020-05-01,18,210147125,91299,5919,6329,428,38039.0,3925.3571428571427,284.07142857142856
Brasil,BR,2020-05-02,18,210147125,96396,5097,6724,395,40937.0,4115.5,299.14285714285717
Brasil,BR,2020-05-03,19,210147125,101147,4751,7025,301,42991.0,4271.214285714285,312.64285714285717
Brasil,BR,2020-05-04,19,210147125,107780,6633,7321,296,45186.0,4463.785714285715,325.92857142857144
Brasil,BR,2020-05-05,19,210147125,114715,6935,7921,600,48221.0,4799.928571428572,339.0
Brasil,BR,2020-05-06,19,210147125,125218,10503,8535,614,51370.0,5116.857142857143,370.0
Brasil,BR,2020-05-07,19,210147125,135106,9888,9146,611,55350.0,5675.785714285715,402.07142857142856
Brasil,BR,2020-05-08,19,210147125,145328,10222,9895,749,59297.0,6115.285714285715,416.64285714285717
Brasil,BR,2020-05-09,19,210147125,155939,10611,10627,732,61685.0,6595.214285714285,444.64285714285717
Brasil,BR,2020-05-10,20,210147125,162699,6760,11123,496,64957.0,6959.285714285715,472.2142857142857
Brasil,BR,2020-05-11,20,210147125,168331,5632,11519,396,67384.0,7200.785714285715,494.14285714285717
Brasil,BR,2020-05-12,20,210147125,177589,9258,12400,881,72597.0,7273.571428571428,498.2857142857143
Brasil,BR,2020-05-13,20,210147125,188974,11385,13149,749,78424.0,7550.214285714285,527.3571428571429
Brasil,BR,2020-05-14,20,210147125,202918,13944,13993,844,79479.0,7915.142857142857,548.7857142857143
Brasil,BR,2020-05-15,20,210147125,218223,15305,14817,824,84970.0,8395.57142857143,578.0
Brasil,BR,2020-05-16,20,210147125,233142,14919,15633,816,89672.0,9066.0,606.2857142857143
Brasil,BR,2020-05-17,21,210147125,241080,7938,16118,485,94122.0,9767.57142857143,636.3571428571429
Brasil,BR,2020-05-18,21,210147125,254220,13140,16792,674,100459.0,9995.214285714286,649.5
Brasil,BR,2020-05-19,21,210147125,271628,17408,17971,1179,106794.0,10460.0,676.5
Brasil,BR,2020-05-20,21,210147125,291579,19951,18859,888,116683.0,11208.07142857143,717.8571428571429
Brasil,BR,2020-05-21,21,210147125,310087,18508,20047,1188,125960.0,11882.92857142857,737.4285714285714
Brasil,BR,2020-05-22,21,210147125,330890,20803,21046,999,135430.0,12498.642857142857,778.6428571428571
Brasil,BR,2020-05-23,21,210147125,347398,16508,22013,967,142587.0,13254.42857142857,796.5
Brasil,BR,2020-05-24,22,210147125,363211,15813,22666,653,149911.0,13675.642857142857,813.2857142857143
Brasil,BR,2020-05-25,22,210147125,374898,11687,23473,807,153833.0,14322.285714285714,824.5
Brasil,BR,2020-05-26,22,210147125,391222,16324,24512,1039,158593.0,14754.785714285714,853.8571428571429
Brasil,BR,2020-05-27,22,210147125,411821,20599,25598,1086,166647.0,15259.5,865.1428571428571
Brasil,BR,2020-05-28,22,210147125,438238,26417,26754,1156,177604.0,15917.642857142857,889.2142857142857
Brasil,BR,2020-05-29,22,210147125,465166,26928,27878,1124,189476.0,16808.571428571428,911.5
Brasil,BR,2020-05-30,22,210147125,498440,33274,28834,956,200892.0,17638.785714285714,932.9285714285714
Brasil,BR,2020-05-31,23,210147125,514200,15760,29314,480,206555.0,18949.85714285714,942.9285714285714
Brasil,BR,2020-06-01,23,210147125,526447,12247,29937,623,211080.0,19508.571428571428,942.5714285714286
Brasil,BR,2020-06-02,23,210147125,555383,28936,31199,1262,223638.0,19444.785714285714,938.9285714285714
Brasil,BR,2020-06-03,23,210147125,584016,28633,32548,1349,238617.0,20268.214285714286,944.8571428571429
Brasil,BR,2020-06-04,23,210147125,614941,30925,34021,1473,254963.0,20888.35714285714,977.7857142857143
Brasil,BR,2020-06-05,23,210147125,645771,30830,35026,1005,266940.0,21775.285714285714,998.1428571428571
Brasil,BR,2020-06-06,23,210147125,672846,27075,35930,904,277149.0,22491.5,998.5714285714286
Brasil,BR,2020-06-07,24,210147125,691758,18912,36455,525,283952.0,23246.285714285714,994.0714285714286
Brasil,BR,2020-06-08,24,210147125,707412,15654,37134,679,290040.0,23467.64285714286,984.9285714285714
Brasil,BR,2020-06-09,24,210147125,739503,32091,38406,1272,311064.0,23751.0,975.7857142857143
Brasil,BR,2020-06-10,24,210147125,772416,32913,39680,1274,325395.0,24877.214285714286,992.4285714285714
Brasil,BR,2020-06-11,24,210147125,802828,30412,40919,1239,345595.0,25756.785714285714,1005.8571428571429
Brasil,BR,2020-06-12,24,210147125,828810,25982,41828,909,365063.0,26042.14285714286,1011.7857142857143
Brasil,BR,2020-06-13,24,210147125,850514,21704,42720,892,379245.0,25974.571428571428,996.4285714285714
Brasil,BR,2020-06-14,25,210147125,867624,17110,43332,612,388492.0,25148.14285714286,991.8571428571429
Brasil,BR,2020-06-15,25,210147125,888271,20647,43959,627,412252.0,25244.571428571428,1001.2857142857143
Brasil,BR,2020-06-16,25,210147125,923189,34918,45241,1282,441729.0,25844.571428571428,1001.5714285714286
Brasil,BR,2020-06-17,25,210147125,955377,32188,46510,1269,463474.0,26271.85714285714,1003.0
Brasil,BR,2020-06-18,25,210147125,978142,22765,47748,1238,482102.0,26525.785714285714,997.2857142857143
Brasil,BR,2020-06-19,25,210147125,1032913,54771,48954,1206,507200.0,25942.928571428572,980.5
Brasil,BR,2020-06-20,25,210147125,1067579,34666,49976,1022,520734.0,27653.0,994.8571428571429
Brasil,BR,2020-06-21,26,210147125,1085038,17459,50617,641,549386.0,28195.214285714286,1003.2857142857143
Brasil,BR,2020-06-22,26,210147125,1106470,21432,51271,654,571649.0,28091.428571428572,1011.5714285714286
Brasil,BR,2020-06-23,26,210147125,1145906,39436,52645,1374,613345.0,28504.14285714286,1009.7857142857143
Brasil,BR,2020-06-24,26,210147125,1188631,42725,53830,1185,649908.0,29028.785714285714,1017.0714285714286
Brasil,BR,2020-06-25,26,210147125,1228114,39483,54971,1141,673729.0,29729.64285714286,1010.7142857142857
Brasil,BR,2020-06-26,26,210147125,1274974,46860,55961,990,697526.0,30377.571428571428,1003.7142857142857
Brasil,BR,2020-06-27,26,210147125,1313667,38693,57070,1109,715905.0,31868.85714285714,1009.5
Brasil,BR,2020-06-28,27,210147125,1344143,30476,57622,552,733848.0,33082.357142857145,1025.0
Brasil,BR,2020-06-29,27,210147125,1368195,24052,58314,692,757462.0,34037.07142857143,1020.7142857142857
Brasil,BR,2020-06-30,27,210147125,1402041,33846,59594,1280,790040.0,34280.28571428572,1025.357142857143
Brasil,BR,2020-07-01,27,210147125,1448753,46712,60632,1038,826866.0,34203.71428571428,1025.2142857142858
Brasil,BR,2020-07-02,27,210147125,1496858,48105,61884,1252,852816.0,35241.142857142855,1008.7142857142857
Brasil,BR,2020-07-03,27,210147125,1539081,42223,63174,1290,868372.0,37051.142857142855,1009.7142857142857
Brasil,BR,2020-07-04,27,210147125,1577004,37923,64265,1091,876359.0,36154.857142857145,1015.7142857142857
Brasil,BR,2020-07-05,28,210147125,1603055,26051,64867,602,906286.0,36387.5,1020.6428571428571
Brasil,BR,2020-07-06,28,210147125,1623284,20229,65487,620,927292.0,37001.21428571428,1017.8571428571429
Brasil,BR,2020-07-07,28,210147125,1668589,45305,66741,1254,976977.0,36915.28571428572,1015.4285714285714
Brasil,BR,2020-07-08,28,210147125,1713160,44571,67964,1223,1020901.0,37334.5,1006.8571428571429
Brasil,BR,2020-07-09,28,210147125,1755779,42619,69184,1220,1054043.0,37466.357142857145,1009.5714285714286
Brasil,BR,2020-07-10,28,210147125,1800827,45048,70398,1214,1078763.0,37690.357142857145,1015.2142857142857
Brasil,BR,2020-07-11,28,210147125,1839850,39023,71469,1071,1100873.0,37560.92857142857,1031.2142857142858
Brasil,BR,2020-07-12,29,210147125,1864681,24831,72100,631,1123204.0,37584.5,1028.5
Brasil,BR,2020-07-13,29,210147125,1884967,20286,72833,733,1154837.0,37181.28571428572,1034.142857142857
Brasil,BR,2020-07-14,29,210147125,1926824,41857,74133,1300,1209208.0,36912.28571428572,1037.0714285714287
Brasil,BR,2020-07-15,29,210147125,1966748,39924,75366,1233,1255564.0,37484.5,1038.5
Brasil,BR,2020-07-16,29,210147125,2012151,45403,76688,1322,1296328.0,36999.642857142855,1052.4285714285713
Brasil,BR,2020-07-17,29,210147125,2046328,34177,77851,1163,1321036.0,36806.642857142855,1057.4285714285713
Brasil,BR,2020-07-18,29,210147125,2074860,28532,78772,921,1342362.0,36231.92857142857,1048.357142857143
Brasil,BR,2020-07-19,30,210147125,2098389,23529,79488,716,1371229.0,35561.142857142855,1036.2142857142858
Brasil,BR,2020-07-20,30,210147125,2118646,20257,80120,632,612605.0,35381.0,1044.357142857143
Brasil,BR,2020-07-21,30,210147125,2159654,41008,81487,1367,1465970.0,35383.0,1045.2142857142858
Brasil,BR,2020-07-22,30,210147125,2227514,67860,82771,1284,1532138.0,35076.07142857143,1053.2857142857142
Brasil,BR,2020-07-23,30,210147125,2287475,59961,84082,1311,1570237.0,36739.57142857143,1057.642857142857
Brasil,BR,2020-07-24,30,210147125,2343366,55891,85238,1156,1592281.0,37978.28571428572,1064.142857142857
Brasil,BR,2020-07-25,30,210147125,2394513,51147,86449,1211,1617480.0,38752.78571428572,1060.0
Brasil,BR,2020-07-26,31,210147125,2419091,24578,87004,555,1634274.0,39618.78571428572,1070.0
Brasil,BR,2020-07-27,31,210147125,2442375,23284,87618,614,1667667.0,39600.71428571428,1064.5714285714287
Brasil,BR,2020-07-28,31,210147125,2483191,40816,88539,921,1721560.0,39814.857142857145,1056.0714285714287
Brasil,BR,2020-07-29,31,210147125,2552265,69074,90134,1595,1786753.0,39740.5,1029.0
Brasil,BR,2020-07-30,31,210147125,2610102,57837,91263,1129,1824095.0,41822.642857142855,1054.857142857143
Brasil,BR,2020-07-31,31,210147125,2662485,52383,92475,1212,1844051.0,42710.78571428572,1041.0714285714287
Brasil,BR,2020-08-01,31,210147125,2707877,45392,93563,1088,1865729.0,44011.21428571428,1044.5714285714287
Brasil,BR,2020-08-02,32,210147125,2733677,25800,94104,541,1883677.0,45215.5,1056.5
Brasil,BR,2020-08-03,32,210147125,2750318,16641,94665,561,1912319.0,45377.71428571428,1044.0
Brasil,BR,2020-08-04,32,210147125,2801921,51603,95819,1154,1970767.0,45119.42857142857,1038.9285714285713
Brasil,BR,2020-08-05,32,210147125,2859073,57152,97256,1437,2020637.0,45876.21428571428,1023.7142857142857
Brasil,BR,2020-08-06,32,210147125,2912212,53139,98493,1237,2047660.0,45111.357142857145,1034.642857142857
Rondônia,RO,2020-02-25,9,1777225,0,0,0,0,,,
Rondônia,RO,2020-02-26,9,1777225,0,0,0,0,,,
Rondônia,RO,2020-02-27,9,1777225,0,0,0,0,,,
Rondônia,RO,2020-02-28,9,1777225,0,0,0,0,,,
Rondônia,RO,2020-02-29,9,1777225,0,0,0,0,,,
Rondônia,RO,2020-03-01,10,1777225,0,0,0,0,,,
Rondônia,RO,2020-03-02,10,1777225,0,0,0,0,,,
Rondônia,RO,2020-03-03,10,1777225,0,0,0,0,,,
Rondônia,RO,2020-03-04,10,1777225,0,0,0,0,,,
Rondônia,RO,2020-03-05,10,1777225,0,0,0,0,,,
Rondônia,RO,2020-03-06,10,1777225,0,0,0,0,,,
Rondônia,RO,2020-03-07,10,1777225,0,0,0,0,,,
Rondônia,RO,2020-03-08,11,1777225,0,0,0,0,,,
Rondônia,RO,2020-03-09,11,1777225,0,0,0,0,,,
Rondônia,RO,2020-03-10,11,1777225,0,0,0,0,,0.0,0.0
Rondônia,RO,2020-03-11,11,1777225,0,0,0,0,,0.0,0.0
Rondônia,RO,2020-03-12,11,1777225,0,0,0,0,,0.0,0.0
Rondônia,RO,2020-03-13,11,1777225,0,0,0,0,,0.0,0.0
Rondônia,RO,2020-03-14,11,1777225,0,0,0,0,,0.0,0.0
Rondônia,RO,2020-03-15,12,1777225,0,0,0,0,,0.0,0.0
Rondônia,RO,2020-03-16,12,1777225,0,0,0,0,,0.0,0.0
Rondônia,RO,2020-03-17,12,1777225,0,0,0,0,,0.0,0.0
Rondônia,RO,2020-03-18,12,1777225,0,0,0,0,,0.0,0.0
Rondônia,RO,2020-03-19,12,1777225,0,0,0,0,,0.0,0.0
Rondônia,RO,2020-03-20,12,1777225,1,1,0,0,,0.0,0.0
Rondônia,RO,2020-03-21,12,1777225,1,0,0,0,,0.07142857142857142,0.0
Rondônia,RO,2020-03-22,13,1777225,3,2,0,0,,0.07142857142857142,0.0
Rondônia,RO,2020-03-23,13,1777225,3,0,0,0,,0.21428571428571427,0.0
Rondônia,RO,2020-03-24,13,1777225,3,0,0,0,,0.21428571428571427,0.0
Rondônia,RO,2020-03-25,13,1777225,5,2,0,0,,0.21428571428571427,0.0
Rondônia,RO,2020-03-26,13,1777225,5,0,0,0,,0.35714285714285715,0.0
Rondônia,RO,2020-03-27,13,1777225,6,1,0,0,,0.35714285714285715,0.0
Rondônia,RO,2020-03-28,13,1777225,6,0,0,0,,0.42857142857142855,0.0
Rondônia,RO,2020-03-29,14,1777225,6,0,0,0,,0.42857142857142855,0.0
Rondônia,RO,2020-03-30,14,1777225,6,0,0,0,,0.42857142857142855,0.0
Rondônia,RO,2020-03-31,14,1777225,8,2,1,1,,0.42857142857142855,0.0
Rondônia,RO,2020-04-01,14,1777225,9,1,1,0,,0.5714285714285714,0.07142857142857142
Rondônia,RO,2020-04-02,14,1777225,10,1,1,0,,0.6428571428571429,0.07142857142857142
Rondônia,RO,2020-04-03,14,1777225,10,0,1,0,,0.7142857142857143,0.07142857142857142
Rondônia,RO,2020-04-04,14,1777225,11,1,1,0,,0.6428571428571429,0.07142857142857142
Rondônia,RO,2020-04-05,15,1777225,12,1,1,0,,0.7142857142857143,0.07142857142857142
Rondônia,RO,2020-04-06,15,1777225,14,2,1,0,,0.6428571428571429,0.07142857142857142
Rondônia,RO,2020-04-07,15,1777225,18,4,1,0,,0.7857142857142857,0.07142857142857142
Rondônia,RO,2020-04-08,15,1777225,18,0,1,0,,1.0714285714285714,0.07142857142857142
Rondônia,RO,2020-04-09,15,1777225,28,10,2,1,,0.9285714285714286,0.07142857142857142
Rondônia,RO,2020-04-10,15,1777225,32,4,2,0,,1.6428571428571428,0.14285714285714285
Rondônia,RO,2020-04-11,15,1777225,33,1,2,0,,1.8571428571428572,0.14285714285714285
Rondônia,RO,2020-04-12,16,1777225,35,2,2,0,,1.9285714285714286,0.14285714285714285
Rondônia,RO,2020-04-13,16,1777225,42,7,2,0,,2.0714285714285716,0.14285714285714285
Rondônia,RO,2020-04-14,16,1777225,64,22,2,0,,2.5714285714285716,0.14285714285714285
Rondônia,RO,2020-04-15,16,1777225,69,5,2,0,,4.0,0.07142857142857142
Rondônia,RO,2020-04-16,16,1777225,76,7,3,1,,4.285714285714286,0.07142857142857142
Rondônia,RO,2020-04-17,16,1777225,92,16,3,0,,4.714285714285714,0.14285714285714285
Rondônia,RO,2020-04-18,16,1777225,110,18,3,0,,5.857142857142857,0.14285714285714285
Rondônia,RO,2020-04-19,17,1777225,128,18,4,1,,7.071428571428571,0.14285714285714285
Rondônia,RO,2020-04-20,17,1777225,160,32,4,0,,8.285714285714286,0.21428571428571427
Rondônia,RO,2020-04-21,17,1777225,199,39,4,0,,10.428571428571429,0.21428571428571427
Rondônia,RO,2020-04-22,17,1777225,223,24,5,1,,12.928571428571429,0.21428571428571427
Rondônia,RO,2020-04-23,17,1777225,250,27,5,0,,14.642857142857142,0.2857142857142857
Rondônia,RO,2020-04-24,17,1777225,290,40,5,0,,15.857142857142858,0.21428571428571427
Rondônia,RO,2020-04-25,17,1777225,328,38,7,2,,18.428571428571427,0.21428571428571427
Rondônia,RO,2020-04-26,18,1777225,364,36,10,3,,21.071428571428573,0.35714285714285715
Rondônia,RO,2020-04-27,18,1777225,393,29,10,0,,23.5,0.5714285714285714
Rondônia,RO,2020-04-28,18,1777225,413,20,11,1,,25.071428571428573,0.5714285714285714
Rondônia,RO,2020-04-29,18,1777225,433,20,15,4,,24.928571428571427,0.6428571428571429
Rondônia,RO,2020-04-30,18,1777225,502,69,16,1,,26.0,0.9285714285714286
Rondônia,RO,2020-05-01,18,1777225,585,83,18,2,,30.428571428571427,0.9285714285714286
Rondônia,RO,2020-05-02,18,1777225,653,68,23,5,,35.214285714285715,1.0714285714285714
Rondônia,RO,2020-05-03,19,1777225,705,52,24,1,,38.785714285714285,1.4285714285714286
Rondônia,RO,2020-05-04,19,1777225,756,51,25,1,,41.214285714285715,1.4285714285714286
Rondônia,RO,2020-05-05,19,1777225,861,105,29,4,,42.57142857142857,1.5
Rondônia,RO,2020-05-06,19,1777225,943,82,33,4,,47.285714285714285,1.7857142857142858
Rondônia,RO,2020-05-07,19,1777225,1098,155,37,4,,51.42857142857143,2.0
Rondônia,RO,2020-05-08,19,1777225,1222,124,39,2,,60.57142857142857,2.2857142857142856
Rondônia,RO,2020-05-09,19,1777225,1263,41,41,2,,66.57142857142857,2.4285714285714284
Rondônia,RO,2020-05-10,20,1777225,1302,39,43,2,,66.78571428571429,2.4285714285714284
Rondônia,RO,2020-05-11,20,1777225,1396,94,47,4,,67.0,2.357142857142857
Rondônia,RO,2020-05-12,20,1777225,1460,64,50,3,,71.64285714285714,2.642857142857143
Rondônia,RO,2020-05-13,20,1777225,1612,152,50,0,,74.78571428571429,2.7857142857142856
Rondônia,RO,2020-05-14,20,1777225,1686,74,56,6,,84.21428571428571,2.5
Rondônia,RO,2020-05-15,20,1777225,1789,103,62,6,,84.57142857142857,2.857142857142857
Rondônia,RO,2020-05-16,20,1777225,1919,130,69,7,,86.0,3.142857142857143
Rondônia,RO,2020-05-17,21,1777225,1963,44,74,5,,90.42857142857143,3.2857142857142856
Rondônia,RO,2020-05-18,21,1777225,2043,80,77,3,,89.85714285714286,3.5714285714285716
Rondônia,RO,2020-05-19,21,1777225,2257,214,87,10,,91.92857142857143,3.7142857142857144
Rondônia,RO,2020-05-20,21,1777225,2499,242,90,3,,99.71428571428571,4.142857142857143
Rondônia,RO,2020-05-21,21,1777225,2659,160,101,11,,111.14285714285714,4.071428571428571
Rondônia,RO,2020-05-22,21,1777225,2774,115,106,5,,111.5,4.571428571428571
Rondônia,RO,2020-05-23,21,1777225,3109,335,115,9,,110.85714285714286,4.785714285714286
Rondônia,RO,2020-05-24,22,1777225,3201,92,121,6,,131.85714285714286,5.285714285714286
Rondônia,RO,2020-05-25,22,1777225,3268,67,121,0,,135.64285714285714,5.571428571428571
Rondônia,RO,2020-05-26,22,1777225,3493,225,133,12,,133.71428571428572,5.285714285714286
Rondônia,RO,2020-05-27,22,1777225,3862,369,137,4,,145.21428571428572,5.928571428571429
Rondônia,RO,2020-05-28,22,1777225,4252,390,142,5,,160.71428571428572,6.214285714285714
Rondônia,RO,2020-05-29,22,1777225,4502,250,145,3,,183.28571428571428,6.142857142857143
Rondônia,RO,2020-05-30,22,1777225,4743,241,151,6,,193.78571428571428,5.928571428571429
Rondônia,RO,2020-05-31,23,1777225,4942,199,156,5,,201.71428571428572,5.857142857142857
Rondônia,RO,2020-06-01,23,1777225,5172,230,159,3,,212.78571428571428,5.857142857142857
Rondônia,RO,2020-06-02,23,1777225,5477,305,172,13,,223.5,5.857142857142857
Rondônia,RO,2020-06-03,23,1777225,5713,236,180,8,,230.0,6.071428571428571
Rondônia,RO,2020-06-04,23,1777225,6459,746,194,14,,229.57142857142858,6.428571428571429
Rondônia,RO,2020-06-05,23,1777225,6862,403,213,19,,271.42857142857144,6.642857142857143
Rondônia,RO,2020-06-06,23,1777225,7700,838,228,15,,292.0,7.642857142857143
Rondônia,RO,2020-06-07,24,1777225,8110,410,235,7,,327.92857142857144,8.071428571428571
Rondônia,RO,2020-06-08,24,1777225,8626,516,245,10,,350.64285714285717,8.142857142857142
Rondônia,RO,2020-06-09,24,1777225,9220,594,255,10,,382.7142857142857,8.857142857142858
Rondônia,RO,2020-06-10,24,1777225,9850,630,267,12,,409.07142857142856,8.714285714285714
Rondônia,RO,2020-06-11,24,1777225,10547,697,293,26,,427.7142857142857,9.285714285714286
Rondônia,RO,2020-06-12,24,1777225,11224,677,296,3,,449.64285714285717,10.785714285714286
Rondônia,RO,2020-06-13,24,1777225,11710,486,309,13,,480.14285714285717,10.785714285714286
Rondônia,RO,2020-06-14,25,1777225,11865,155,324,15,,497.64285714285717,11.285714285714286
Rondônia,RO,2020-06-15,25,1777225,12180,315,332,8,,494.5,12.0
Rondônia,RO,2020-06-16,25,1777225,13010,830,346,14,,500.57142857142856,12.357142857142858
Rondônia,RO,2020-06-17,25,1777225,13567,557,360,14,,538.0714285714286,12.428571428571429
Rondônia,RO,2020-06-18,25,1777225,13804,237,374,14,,561.0,12.857142857142858
Rondônia,RO,2020-06-19,25,1777225,14353,549,391,17,,524.6428571428571,12.857142857142858
Rondônia,RO,2020-06-20,25,1777225,14952,599,409,18,,535.0714285714286,12.714285714285714
Rondônia,RO,2020-06-21,26,1777225,15181,229,417,8,,518.0,12.928571428571429
Rondônia,RO,2020-06-22,26,1777225,15827,646,431,14,,505.07142857142856,13.0
Rondônia,RO,2020-06-23,26,1777225,16498,671,444,13,,514.3571428571429,13.285714285714286
Rondônia,RO,2020-06-24,26,1777225,17424,926,455,11,,519.8571428571429,13.5
Rondônia,RO,2020-06-25,26,1777225,18173,749,467,12,,541.0,13.428571428571429
Rondônia,RO,2020-06-26,26,1777225,19271,1098,476,9,,544.7142857142857,12.428571428571429
Rondônia,RO,2020-06-27,26,1777225,19271,0,476,0,,574.7857142857143,12.857142857142858
Rondônia,RO,2020-06-28,27,1777225,19820,549,486,10,,540.0714285714286,11.928571428571429
Rondônia,RO,2020-06-29,27,1777225,20406,586,500,14,,568.2142857142857,11.571428571428571
Rondônia,RO,2020-06-30,27,1777225,21251,845,518,18,,587.5714285714286,12.0
Rondônia,RO,2020-07-01,27,1777225,21462,211,520,2,,588.6428571428571,12.285714285714286
